page_number,page_id,review_priority,human_review_required,auto_seed_status,suggested_canonical_route,auto_seeded_gold_route_label,legacy_route,ocr_word_count,part_number_count,seed_reasons,ocr_sample_text,source_image_path,gold_route_label,review_status,review_notes
456,t_p_120_1176_p000456,medium,True,needs_human_review,detailed_parts_list,,table,117,4,detailed_parts_list_not_strong_enough,"€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK Mute CODE FROM | PER
NUMBER TO ASSY
110 KK
160 | 120-3001 7-001 .. BRACE, SLOTTED.............ccceeeeeeeteeeees VS4956 1
170 | 120-3001 7-002 .. BRACE, SLOTTED.............ccceeeeeeeteeeees VS4956 1
180 | 120-30016-001 .. ARM, LINKED 2.0.0.0... ceeeeeeeeeeeeeeeeeees VS4956 1
190 | 120-30016-002 .. ARM, LINKED 2.0.0.0... ceeeeeeeeeeeeeeeeeees VS4956 1
ATTACHING PARTS. .................0ccccccceeccceees
200 | MS27039-1-12 » SCREW... cccccccceecccceeeceenseessttsaeesaeeees
210 | MS35338-43 nA ANS) | =] 3 re
220 | 120-30020-005 ed =) Oho) a] | C eer VS4956
230 | 120-34784-001 .. PANEL ASSY, TABLE............0...cccccceeeeeees VS4956 1
USAGE CODE LIST
A AIRCRAFT 120028 (PRE MOD SB 120-
025-0082) AND 120029 AND ON.
— ITEM NOT ILLUSTRATED
Snack Folding Table
Figure 110
Sheet 3
EFFECTIVITY: ALL 25 21 00
= =
Page 1393

T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000456.tif,,needs_review,
459,t_p_120_1176_p000459,medium,True,needs_human_review,detailed_parts_list,,table,135,5,detailed_parts_list_not_strong_enough,"€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Mute eODE. FROM | PER
NUMBER TO ASSY
111 120 | 120-38428-001 ~ BUSHING 00... ee ce eeeteeeteeeeeteteeenentteren VS4956 2
130 | 120-38425-001 . ARM, LINKED 0.0... eeretttrternees VS4956 2

ATTACHING PARTS

140 | MS24694-C52 ». SCREW ooo ce cnet ene

150 | 120-38428-001 . BUSHING 2. renee VS4956

160 | 120-38429-001 ad | VS4956 2

170 | 120-38610-001 .. PANEL ASSY, TABLE... ee VS4956 Cc {
-171 | 120-40387-001 .. PANEL ASSY, TABLE... ee VS4956 | 042/999 1

USAGE CODE LIST

A AIRCRAFT 120028 (POS MOD SB 120-
025-0082) AND 120034 AND ON.

B AIRCRAFT 120028 (POS MOD SB 120-
025-0082) AND 120034 THRU 120037

C AIRCRAFT 120028 (POS MOD SB 120-
025-0082) AND 120034 THRU 120041

— ITEM NOT ILLUSTRATED

Snack Folding Table
Figure 111
Sheet 3

EFFECTIVITY: ALL 25-21 -00
Page 1396

T.P. 120/1176 Sep 30/98

",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000459.tif,,needs_review,
462,t_p_120_1176_p000462,medium,True,needs_human_review,detailed_parts_list,,table,77,3,detailed_parts_list_not_strong_enough,"€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Mute CODE FROM | PER
NUMBER TO ASSY

112
ATTACHING PARTS

170 | MS24694-C52 wee SCREW ooo. ec cecececeetteeeeeeeeeeeeteeentterens

180 | 120-38428-001 .» BUSHING 000. eee eeereee ere eeeenereeennneeens VS4956

190 | 120-38429-001 we PIN entree eenteetertenteeeertenes VS4956 2
200 | 120-40387-001 ... PANEL ASSY, TABLE ....0.... cece: VS4956

— ITEM NOT ILLUSTRATED

Snack Folding Table
Figure 112
Sheet 3

EFFECTIVITY: ALL 25-2 1 -00
Page 1399

T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000462.tif,,needs_review,
465,t_p_120_1176_p000465,medium,True,needs_human_review,detailed_parts_list,,table,83,3,detailed_parts_list_not_strong_enough,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Mute eODE. FROM | PER
NUMBER TO ASSY
113
150 | 120-38426-001 we TRACK 00. ccceeeereeeeenreeeentereeensnreeesneeenenees VS4956 2

160 | H42-06 NUT Lone tere etnneeesenneneeees V15653 4
170 | AN960C6 .. WASHER... cceecceeeecereeetereeensereeesneeeterees

180 | MS24693-C26 / SCREW... ee ceecceceeeereecseeeeeseteeesereterenees 4
190 | 120-38427-001 ». BUSHING 2... ceeeeeeecereeeseeeetereterenees VS4956 2
200 | 120-61411-001 .. PANEL ASSY, TABLE... eeeeeeertctee VS4956 1

— ITEM NOT ILLUSTRATED

Snack Folding Table
Figure 113
Sheet 3

EFFECTIVITY: ALL 25-21 -00
Page 1402

T.P. 120/1176 Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000465.tif,,needs_review,
468,t_p_120_1176_p000468,medium,True,needs_human_review,mixed_text_and_figure,,table,327,0,semantic_or_mixed_route_requires_human_review,"€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

F. Life Jacket Stowage (130) Disassembly (detail C of figure 1 of the Illustrated Parts List)

(1) Remove the Life Jacket Stowage (130) by releasing its four male fastener buttons (150).
G. Seat Bottom (20) Removal (figure 01 of the Illustrated Parts List)

(1) Remove Seat Bottom (20) by loosing its retaining Velcro fastener.
H. Seat Backrest (30) Removal (figure 01 of the Illustrated Parts List)

(1) Remove the Magazine Holder (200) by loosing its two attaching male fastener buttons and
the Velcro fastener.

(2) Remove the Snack Table Cover Latch (250) by loosing its three attaching screws (270).
(3) Remove the Seat Backrest Lining (30) by loosing the Velcro fastener.
J. Section PVC (160) Removal (figure 01 of the Illustrated Parts List)
(1) Remove nut (180), washer (170), and screw (190), and detach the PVC section (160).
K. Fixed Armrest Disassembly (detail A of figure 01 of the Illustrated Parts List)
(",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000468.tif,,needs_review,
469,t_p_120_1176_p000469,medium,True,needs_human_review,mixed_text_and_figure,,table,159,0,semantic_or_mixed_route_requires_human_review,"€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

N. Single Seat Armrests (200) Removal (detail E of figure 79 of the Illustrated Parts List)
(1) Remove the nut (220) and screw (210).
(2) Remove the armrest (200) from the seat structure.

P. Double Seat Armrests (190) Removal (detail A of figure 87 of the Illustrated Parts List)
(1) Remove the nut (240), washer (230), bushing (220), and screw (210).
(2) Remove the armrest (190) from the seat structure.

Q. Triple Seat Armrests (100) Removal (detail A of figure 107 of the Illustrated Parts List)
(1) Remove the nut (140), washer (130), bushing (120), and screw (110).
(2) Remove the armrest (100) from the seat structure.

R. Plug-in Snack Table Support (230) Removal (detail E of figure 84 of the Illustrated Parts List)
(1) Remove the nut (260), washer (250), and screw (240).

(2) Remove the support (230) from the armrest (200).

EFFECTIVITY: ALL 25-2 1 -00

Page 303/304
Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000469.tif,,needs_review,
474,t_p_120_1176_p000474,medium,True,needs_human_review,normal_text,,normal_text,75,0,semantic_or_mixed_route_requires_human_review,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
CHECK
1. General
A. The following checks must be carried out on the passenger seats:
(1) Visually check all bolts, screws, and nuts removed for damaged threads and/or heads.
(2) Visually check the bushings removed for chafing.
(3) Visually check the parts for nicks, cracks, cuts, corrosion, scoring, excessive wear, and
defects that could impair an efficient seat operation.
EFFECTIVITY: ALL
25 21 00 Page 501/502
Sep 30/98
",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000474.tif,,needs_review,
476,t_p_120_1176_p000476,medium,True,needs_human_review,table_or_index,,table,219,3,table_or_index_medium_or_ambiguous,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

B. Ovens and heating blankets should be capable of maintaining controlled heatup rate of 1 to
113°F/min and temperatures up to 302 + 41°F (150 + 5°C).

4. Typical Repair to Laterals of Passenger Seats (figure 601)

A. Repair Kit - seat (P/N 120-47909-001).

PART QTY. MATERIAL
1 | SEAT LATERAL REPAIR PLATE] 2. | ALCLAD PLATE 2024T3 0.125 inch
(P/N 120-47866-001/002) ((3)2 mm)
2 | SEAT BACKREST JOINT REPAIR| 2 | ALCLAD PLATE 2024-0 0.040 inch
PLATE (P/N 120-47890-001) (1 mm)
FASTENER (CR 3523-4-2) AR -
FASTENER (CR 244CS-3-2) AR -
FASTENER (HL 51-6-6) AR -
COLLAR HST 79 CK-6 AR -

B. Repair Instruction.
(1) Remove the passenger seat lining.

(2) Position the repair plates as per the drawing of figure 601 and drill the passenger seat using
the holes existing in the repair plates as a reference.

(3) Attach the repair plates using the fasteners shown in figure 601.
(4) Install the passenger seat lining",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000476.tif,,needs_review,
477,t_p_120_1176_p000477,medium,True,needs_human_review,mixed_text_and_figure,,table,339,0,semantic_or_mixed_route_requires_human_review,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
B. Determine Damage (figure 602).
CAUTION: CHEMICAL PAINT STRIPPERS WILL ATTACK RESIN SYSTEMS, AND SHOULD
NOT BE USED TO REMOVE PAINT BEFORE MAKING DAMAGE ASSESSMENT.

(1) Examine visually for extent of damage.

(2) Check panel in vicinity of damage for entry of water, oil, fuel, dirt, or other foreign matter.

(3) Check for delamination around the damage by tapping firmly on the skin with a small solid
metal disk. Tap uniformly, following parallel lines along the suspect area. If delamination is
present, a dull sound will be heard as opposed to a clear metallic ring on a solidly bonded
area. With the aid of a marker, the contour of the delaminated area may be determined by
marking the spots where the changes in sound occur (figure 603).

(4) Make a chamfer in crack region in order to get a bit of fiber-glass layers (style 7781).

C. Remove Damage and Repair Damaged Area.
(1) Remove damage as follows:
(a) Tr",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000477.tif,,needs_review,
479,t_p_120_1176_p000479,medium,True,needs_human_review,mixed_text_and_figure,,table,235,0,semantic_or_mixed_route_requires_human_review,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

(6) Apply vacuum of 22.0 in.Hg (0.745 bars).

(7) Allow the repair to cure at the room temperature, or accelerate the cure by applying heat until
the temperature reaches 176°F (80°C).

(8) Remove the vacuum bag and lightly sand the edges and corners to produce a smooth finish
without damaging the fibers.

F. Repair Instruction (figure 605).
(1) Remove the cracked adhesive filler and apply EA9320 adhesive on the passenger seat back.

(2) Make 3 (three) reinforcements of stainless steel sheet 302 A2B 0.040"" in thickness and
install them with Cherry-Max rivets CR3523-4-( ).

(3) Adjust the side reinforcement contours according to the seat back shape.
(4) Form the front reinforcement according to the seat back shape.
(5) Rivet keeping a minimum edge distance of 0.32 inches and a pitch of 0.63 in.

6. Typical Repair for Cracks in Triple Passenger Seat Laterals (figure 606)

A. Repair Materials.

NOMENCLAT",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000479.tif,,needs_review,
481,t_p_120_1176_p000481,medium,True,needs_human_review,table_or_index,,table,256,4,table_or_index_medium_or_ambiguous,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

(b) Withdraw the fasteners which join the seat composite structure to the leg structure
assembly and luggage protector, taking care not to damage the holes.

NOTE: If any hole is damaged, repair as described in items 5B, 5C, 5D, 5E, and 5F.

(c) Adjust the baggage protector (P/N 120-34291-001) as necessary, using the installed
seat dimensions as a reference to position the new structure.

(d) Install the new leg structure (P/N 120-29073-005).

(e) Install the preformed seal (P/N PE13076-1) with adhesive AWG 106 before luggage pro-
tector riveting.

(f) Finish the reworked region with polyurethane top coat FS 595-37778/FS 595-37038 as
described in item 14.

B. Double Passenger Seat Leg Replacement (figure 609).

(1) Repair Materials.

PART QTY MATERIAL
1 |SECTION (P/N PE13076-1) 1 -
2 |LUGGAGE PROTECTOR 1 -
P/N 120-34292-001)
3. |CENTER LEG STRUCTURE 1 -
(PIN 120-29074-001)
FASTENER (CR 3522-5) AR",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000481.tif,,needs_review,
482,t_p_120_1176_p000482,medium,True,needs_human_review,table_or_index,,table,267,5,table_or_index_medium_or_ambiguous,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

(c) Adjust the baggage protector (P/N 120-34292-001) as necessary, using the installed
seat dimensions as a reference to position the new structure.

(d) Install the new leg structure (P/N 120-29074-005).

(e) Install the preformed seal (P/N PE13076-1) with adhesive AWG 106 before the luggage
protector riveting.

(f) Finish the reworked region with polyurethane top coat FS 595-37778 or FS 595-37038
as described in item 14.

C. Triple Passenger Seat Leg Replacement (figure 610).

(1) Repair Materials.

PART QTY MATERIAL
1 |CENTER LEG STRUCTURE 1 .
(P/N 120-29074-015)
2  |STRINGER (P/N 120-29919-001) 1 -
3. |LATERAL LEG STRUCTURE 1 -
(P/N 120-29073-006)
FASTENER (CR 3522-5) AR -
FASTENER (CR 3523-5) AR -
ADHESIVE AWG 106 AR -

NOTE: Equivalent substitutes for the listed items may be used.
(2) Repair Procedure.

(a) Remove the coat of paint from the seat region where the fasteners which join the s",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000482.tif,,needs_review,
483,t_p_120_1176_p000483,medium,True,needs_human_review,mixed_text_and_figure,,table,264,0,semantic_or_mixed_route_requires_human_review,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
(f) Finish the rework region with polyurethane top coat FS 595-37778/FS 595-37038 as
described in item 14.
9. Typical Repair to Damage in the Double Seat Armrest Latch (figure 611)
A. Repair Materials.
PART MATERIAL

1 OPTION 1: REINFORCEMENT 2 STAINLESS - STEEL PLATE
PLATE (DETAIL A OF FIGURE 302A2B, 0.51 MM (0.02 _ IN)
611) THICK
OPTION 2: REINFORCEMENT 1 STAINLESS - STEEL PLATE
PLATE (DETAIL B OF FIGURE 302A2B, 0.51 MM (0.02 _ IN)
611) THICK
OPTION 3: REINFORCEMENT 1 STAINLESS - STEEL PLATE
PLATE (DETAIL C OF FIGURE 302A2B, 0.51 MM (0.02 _ IN)
611) THICK

2 EPOXY RESIN (EA9320) AR -
WASH PRIMER AR -
PRIMER EPOXY AR -
PAINT, POLYURETHANE, BLACK AR -
(FS-595-37038)

B. Repair Instructions.

(1) Remove the armrest attaching parts from the seat structure: nut (240), washer (230), bush-
ing (220), and screw (210) (figure 87 of Illustrated Parts List).

(2) Using one of the three options, manually impr",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000483.tif,,needs_review,
484,t_p_120_1176_p000484,medium,True,needs_human_review,mixed_text_and_figure,,table,216,0,semantic_or_mixed_route_requires_human_review,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

(6) Install the armrest to the seat structure.

10. Typical Repair to Damage in the Double Seat Armrest Stop (Pre-Mod. $.B. No.120-25-0224) (Figure
612)

A. Repair Materials.

NOMENCLATURE P/N
Carbon Fiber Fabric Style 584
Aramid Fiber Fabric Style 285
Base Resin Epoxy A, B, C, or D (Table 2 of SRM 51-70-01)
Curing Agent A, B, C, or D (Table 2 of SRM 51-70-01)
Sandpaper No. 80 -

B. Repair Instructions.

(1) Remove the armrest attaching parts from the seat structure: nut (240), washer (230), bush-
ing (220), and screw (210) (figure 87 of Illustrated Parts List).

(2) Remove the damaged part and delaminated plies according to the procedures described in
SRM (Structural Repair Manual) 51-70-01 Fiberglass / Aramid Fiber / Carbon Fiber Compos-
ite Struture Repairs - Room Temperature Cure (figure 612).

PLY NUMBER MATERIAL ORIENTATION
1 Carbon fiber fabric, style 584 0° / 90°
2 Carbon fiber fabric, sty",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000484.tif,,needs_review,
485,t_p_120_1176_p000485,medium,True,needs_human_review,mixed_text_and_figure,,table,244,0,semantic_or_mixed_route_requires_human_review,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

11. Typical Repair to Passanger Seat Leg (figure 613)

A. Single Passenger Seat Leg Repair.

(1) Repair Materials.

PART QTY. MATERIAL

1 LATERAL STRUCTURE (P/N 120-29073- 1 -

005)
2 | REPAIR DOUBLER 2 | ALCLAD PLATE 2024-T3
1.016 mm (0.040 in)
3 | ORIGINAL REINFORCEMENT DOUBLER 2 -

4 FASTENER (CR3242-4) OR MS20470 AD4 AR -

5 FASTENER (CR3212-4) OR MS20470 AD4 AR -

NOTE: If the hole is damaged, use the oversize fastener (5) listed above.
(2) Repair Procedure.

(a) Remove the original reinforcing doublers (3) from the leg. Refer to SRM (Structural
Repair Manual) chapter 51-40-02 for Fastener Installation/Removal.

(b) Inspect the leg for cracks. If there is any crack in the leg, locate the end of the crack and
drill a stop hole of 3.175 mm (1/8 in).

(c) Smooth all dents and deformation in the leg.

(d) Set the repair doublers (2) over the leg and reinforcing doublers (3) over the repair d",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000485.tif,,needs_review,
486,t_p_120_1176_p000486,medium,True,needs_human_review,table_or_index,,table,232,1,table_or_index_medium_or_ambiguous,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
B. Double Passenger Seat Leg Repair.
(1) Repair Materials.
PART MATERIAL
1 LATERAL STRUCTURE 1 -
(P/N 120-29074-001)
2 REPAIR DOUBLER 2 ALCLAD PLATE 2024-T3
1.016 mm (0.040 in)
3 ORIGINAL REINFORCEMENT DOUBLER 2 -
4 FASTENER (CR3242-4) OR MS20470 AD4 AR -
5 FASTENER (CR3212-4) OR MS20470 AD4 AR -
NOTE: Ifthe hole is damaged, use the oversize fastener (5) listed above.
(2) Repair Procedure.

(a) Remove the original reinforcing doublers (3) from the leg. Refer to SRM (Structural
Repair Manual) - chapter 51-40-02 for Fastener Installation/Removal.

(b) Inspect the leg for cracks. If there is any crack in the leg, locate the end of the crack and
drill a stop hole of 3.175 mm (1/8 in).

(c) Smooth all dents and deformation on the leg.

(d) Set the repair doublers (2) over the leg and reinforcing doublers (3) over the repair dou-
bler, drilling them using the holes in the reinforcing doublers as a guide, and t",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000486.tif,,needs_review,
487,t_p_120_1176_p000487,medium,True,needs_human_review,mixed_text_and_figure,,table,242,0,semantic_or_mixed_route_requires_human_review,"-< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
C. Triple Passenger Seat Leg Repairs.
(1) Repair Materials.
PART MATERIAL
1 LATERAL STRUCTURE (P/N 120-29073- 1 -
015)
2 LATERAL LEG STRUCTURE (P/N 120- 1 -
29073-006)
3 REPAIR DOUBLER 2 ALCLAD PLATE 2024-T3
1.016 mm (0.040 in)
4 ORIGINAL REINFORCEMENT DOUBLER 2 -
5 FASTENER (CR3242-4) OR MS20470 AD4 AR -
6 FASTENER (CR3212-4) OR MS20470 AD4 AR -
NOTE: If the hole is damaged, use the oversize fastener (5) listed above.
(2) Repair Procedure.

(a) Remove the original reinforcing doublers (4) from the leg. Refer to SRM (Structural
Repair Manual) - chapter 51-40-02 for Fastener Installation/Removal.

(b) Inspect the leg for cracks. If there is any crack in the leg, locate the end of the crack and
drill a stop hole of 3.175 mm (1/8 in).

(c) Smooth all dents and deformation in the leg.

(d) Set the repair doublers (3) over the leg and reinforcing doublers (4) over the repair dou-
bler, drilling them using t",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000487.tif,,needs_review,
488,t_p_120_1176_p000488,medium,True,needs_human_review,mixed_text_and_figure,,table,287,0,semantic_or_mixed_route_requires_human_review,"€& emenncr

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

12. Typical Repair for Metal Seat Back Frame (figure 614)

A. Repair Materials.

PART QTY. MATERIAL
1 METAL SEAT BACK FRAME 1 -
2 REPAIR SLEEVE 1 STEEL 4130 TUBING,
7/8 in. O.D. 0.058 IN WALL
3 ROD MIL-R-5632, CLASS 2 TYPE 1 AR -

B. Repair Procedure.

(1)
(2)

(3)
(4)

(5)

(6)
(7)
(8)

Repair as indicated in detail C of figure 614.

Use glass-bead blast over the area where the repair sleeve should be installed in the frame
(1) as well as in the repair sleeve (2) around the area where the weld will be applied.

Set the repair sleeve (2) over the metal seat back frame (1).

Weld around the extremity of the repair sleeve, using the TIG process with rod MIL-R-5632,
Class Il, Type | (3).

Use a stove to do a stress-relief locally, with the temperature between 995 and 1049°F (535
and 565°C) during 2 hours.

Sand smooth all rough surfaces.
Inspect the welded area for cracks using liquid dy",local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000488.tif,,needs_review,
