page_number,page_id,source_member,legacy_route,suggested_canonical_route,suggested_route_confidence,auto_seeded_gold_route_label,human_gold_route_label,final_gold_route_label,decision_source,final_review_status,human_review_required,review_priority,review_notes,source_review_file,ocr_word_count,part_number_count,source_image_path,ocr_sample_text
453,t_p_120_1176_p000453,00000453.tif,table,detailed_parts_list,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,129,7,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000453.tif,"€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK user EODE. FROM | PER
NUMBER TO ASSY
109 -171 |MS246943517 SCREW 00 ccccccccccccceettsteseseeeeeneeeeeeeees 086/999 2
180 |H14-08 A LO ee 2
190 | 120-40851-009 ~ BACKREST 0... ccccccccccceseeestttsteeaseeeees VS4956 B 3
-191 | 120-29075-017 ~ BACKREST o.oo cccccccccscessttsteeesaeeeeeeeees VS4956 C 3
200 | 120-40849-001 . COMPLEMENT ..............0c:cccccseeeeeeeeeeeeeen es VS4956 3
210 | 120-36059-001 SEAT occ cccccccccecceneeetttssseeseeeeeeeseeeeeeees VS4956 1
220 | 120-29102-003 . PLATE, ATTACHING ............cccccceeeesseeeeeeeees VS4956 6
230 | 120-34489-001 . PLATE, REINFORCING ...............0ccceeseeeee VS4956 2
USAGE CODE LIST
A AIRCRAFT 120049 THRU 120051 AND
120053 THRU 1200171
B AIRCRAFT 120048, 120051, 120053
THRU 120055, 120060 AND ON
C AIRCRAFT 120050, 120056, 120059
-ITEM NOT ILLUSTRATED
Triple Passenger Seat Structure (120-29069-007/009)
Fig"
454,t_p_120_1176_p000454,00000454.tif,table,image_visual_diagram,medium,,,,unresolved_human_review_required,needs_review,True,high,,local_data\organization\trace_net\gold_label_review_reduction\high_priority_review.csv,73,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000454.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
< (A)
‘oe
VXOF—O« @
YT \ 20
aI
2 .
80
70 \ 30
60
100 \ ta
O
90 e) eS xe
180 ;
\ Yeo 70
110 @
150
AN 190 200
, \ 210
140 SN \ | |
160 Se
® Oo 220
150 \ ame
I\s CO
AQ <
Q)
180 §
8 230
| 220
200 210 120TP250099.MCE
Snack Folding Table
Figure 110
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1391
T.P. 120/1176 Sep 30/98
"
455,t_p_120_1176_p000455,00000455.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,189,8,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000455.tif,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK Mute eODE. FROM | PER
NUMBER TO ASSY
110 SNACK FOLDING TABLE. ..............000:cceeseeees A REF
120-34691-001 . COVER, LATCH, SNACK TABLE ASSY.... VS4956 1
10 | 120-31626-001 .. LATCH ASSY 00... ccc ccceeeeceeeeeeeeeeeeeeeen ees VS4956 1
ATTACHING PARTS... ee
20 | MS16624-1025 . RING, RETAINING... occ ceeeeeeseeeeeeeees 1
30 | 120-34890-001 .. COVER, TRIM LATCH... eee VS4956 1
40 | 120-29072-001 . TABLE, SNACK FOLDING, ASSY ............. VS4956 1
ATTACHING PARTS.................. cee
50 | MS21042-08 NUT ooo cece ccccccceeeeeeeeeeeeeeeeeeeeeeeeeeaaeaeaeaaaes 2
60 | AN960C8 AAS) a =] 9 Ore 2
70 | 120-30020-001 ~ BUSHING 200 ceccecceeteeeeeeeeeeeeeeees VS4956 2
80 | MS24694-S7 SCREW... ccc cccccccceetenntseeeeeeeeeeeeenes 2
90 | 120-30018-001 ~ BRACKET 0... ccccccceencesttseeeeeeeeeeeeeeees VS4956 1
-91 | 120-30018-002 ~ BRACKET 0... ccccccccencestttstseesaeeeee"
456,t_p_120_1176_p000456,00000456.tif,table,detailed_parts_list,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,117,4,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000456.tif,"€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK Mute CODE FROM | PER
NUMBER TO ASSY
110 KK
160 | 120-3001 7-001 .. BRACE, SLOTTED.............ccceeeeeeeteeeees VS4956 1
170 | 120-3001 7-002 .. BRACE, SLOTTED.............ccceeeeeeeteeeees VS4956 1
180 | 120-30016-001 .. ARM, LINKED 2.0.0.0... ceeeeeeeeeeeeeeeeeees VS4956 1
190 | 120-30016-002 .. ARM, LINKED 2.0.0.0... ceeeeeeeeeeeeeeeeeees VS4956 1
ATTACHING PARTS. .................0ccccccceeccceees
200 | MS27039-1-12 » SCREW... cccccccceecccceeeceenseessttsaeesaeeees
210 | MS35338-43 nA ANS) | =] 3 re
220 | 120-30020-005 ed =) Oho) a] | C eer VS4956
230 | 120-34784-001 .. PANEL ASSY, TABLE............0...cccccceeeeeees VS4956 1
USAGE CODE LIST
A AIRCRAFT 120028 (PRE MOD SB 120-
025-0082) AND 120029 AND ON.
— ITEM NOT ILLUSTRATED
Snack Folding Table
Figure 110
Sheet 3
EFFECTIVITY: ALL 25 21 00
= =
Page 1393

T.P. 120/1176 Sep 30/98
"
457,t_p_120_1176_p000457,00000457.tif,table,image_visual_diagram,medium,,,,unresolved_human_review_required,needs_review,True,high,,local_data\organization\trace_net\gold_label_review_reduction\high_priority_review.csv,59,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000457.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
~ A
a L A (B) - Q
|
Qa
a,
10
130
oN 150 40
» || 4
130 140
\ E
<0 110 90 [LY
120
140 vo \\ NN if
90 \ _
60 WN
SB)
o
80
"" ©)
100 120TP250100.MCE
Snack Folding Table
Figure 111
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1394
T.P. 120/1176 Sep 30/98
"
458,t_p_120_1176_p000458,00000458.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,189,10,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000458.tif,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK Mute CODE FROM | PER
NUMBER TO ASSY
111 SNACK FOLDING TABLE ...................000000 A REF
1 | 120-38634-001 . COVER, LATCH, SNACK TABLE ASSY.... VS4956 B 1
-2 | 120-41208-001 . COVER, LATCH, SNACK TABLE ASSY.... VS4956 | 038/999 1
10 | 120-38633-001 . LATCH ASSY oo cccccccccccerceesttssteeseeeees VS4956 B 1
-11 | 120-41207-001 . LATCH ASSY oo ccccccccccccccestttstteesaeeees VS4956 | 038/999 1
ATTACHING PARTS
20 | MS16624-1025 . RING, RETAINING ........eecceeeeeeteeeeeeees B 1
-21 | PE25035-40-03 .. RING, RETAINING |... cece eeeeees VS4956 | 038/999 1
30 | ANS60PD416L © WASHER 2.0... ccccceccceeeeeeeeeescnstttssanaees B 1
-31 | 120-17588-001 A ANS) | sl 9 Ore VS4956 | 038/999 1
40 | 120-38634-003 .. COVER, TRIM LATCH .............cccceceeeeeeees VS4956 B 1
-41 | 120-41208-003 .. COVER, TRIM LATCH ............cecceeeeeeeeeees VS4956 | 038/999 1
50 | 120-38426-0"
459,t_p_120_1176_p000459,00000459.tif,table,detailed_parts_list,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,135,5,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000459.tif,"€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Mute eODE. FROM | PER
NUMBER TO ASSY
111 120 | 120-38428-001 ~ BUSHING 00... ee ce eeeteeeteeeeeteteeenentteren VS4956 2
130 | 120-38425-001 . ARM, LINKED 0.0... eeretttrternees VS4956 2

ATTACHING PARTS

140 | MS24694-C52 ». SCREW ooo ce cnet ene

150 | 120-38428-001 . BUSHING 2. renee VS4956

160 | 120-38429-001 ad | VS4956 2

170 | 120-38610-001 .. PANEL ASSY, TABLE... ee VS4956 Cc {
-171 | 120-40387-001 .. PANEL ASSY, TABLE... ee VS4956 | 042/999 1

USAGE CODE LIST

A AIRCRAFT 120028 (POS MOD SB 120-
025-0082) AND 120034 AND ON.

B AIRCRAFT 120028 (POS MOD SB 120-
025-0082) AND 120034 THRU 120037

C AIRCRAFT 120028 (POS MOD SB 120-
025-0082) AND 120034 THRU 120041

— ITEM NOT ILLUSTRATED

Snack Folding Table
Figure 111
Sheet 3

EFFECTIVITY: ALL 25-21 -00
Page 1396

T.P. 120/1176 Sep 30/98

"
460,t_p_120_1176_p000460,00000460.tif,table,image_visual_diagram,medium,,,,unresolved_human_review_required,needs_review,True,high,,local_data\organization\trace_net\gold_label_review_reduction\high_priority_review.csv,76,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000460.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
& (A)
_ I
b | 60 20
a ®) 5
SX al
@f?
Q b<
CS,
160 “a i
190 180
NN 50
a Ps
160 170
\ E
<0 90 140 LS
80
170
200 70 \ L)
gs
140 2) \
& 100
ey WS
100 |
110 SN
Ney
g &)
a
130
120 (C)
180 120TP250101.MCE
Snack Folding Table
Figure 112
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1397
T.P. 120/1176 Sep 30/98
"
461,t_p_120_1176_p000461,00000461.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,212,14,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000461.tif,"€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK Mute eODE. FROM | PER
NUMBER TO ASSY
112 SNACK FOLDING TABLE. ..............000cceeeeeee REF
1 | 120-41208-001 . COVER, LATCH, SNACK TABLE ASSY.... VS4956 | 049/118 1
-2 | 120-47462-001 . COVER, LATCH, SNACK TABLE ASSY.... VS4956 | 119/315 1
-3 | 120-61610-001 . COVER, LATCH, SNACK TABLE ASSY.... VS4956 | 316/999 1
10 | 120-41207-001 . LATCH ASSY 00... ccc cccceetceeeeeeeeeeeeeeeen es VS4956 1
ATTACHING PARTS
20 | PE25035-40-03 . RING, RETAINING... cece ccceceeceeeeeeeee es VS4956 1
30 | 120-17588-001 . WASHER... ccccccceeeesteeeseeeeeeeeeeeeen es VS4956 1
40 | 120-61606-001 .. PLATE, REINFORCEMENT..................... VS4956 | 316/999 1
50 | 120-41208-003 .. COVER, TRIM LATCH... ee VS4956 | 049/118 1
-51 | 120-47462-003 .. COVER, TRIM LATCH... ee VS4956 | 119/999 1
60 | 120-42660-001 . TABLE, SNACK FOLDING, ASSY ............ VS4956 1
ATTACHING PARTS
70 | MS2104"
462,t_p_120_1176_p000462,00000462.tif,table,detailed_parts_list,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,77,3,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000462.tif,"€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Mute CODE FROM | PER
NUMBER TO ASSY

112
ATTACHING PARTS

170 | MS24694-C52 wee SCREW ooo. ec cecececeetteeeeeeeeeeeeteeentterens

180 | 120-38428-001 .» BUSHING 000. eee eeereee ere eeeenereeennneeens VS4956

190 | 120-38429-001 we PIN entree eenteetertenteeeertenes VS4956 2
200 | 120-40387-001 ... PANEL ASSY, TABLE ....0.... cece: VS4956

— ITEM NOT ILLUSTRATED

Snack Folding Table
Figure 112
Sheet 3

EFFECTIVITY: ALL 25-2 1 -00
Page 1399

T.P. 120/1176 Sep 30/98
"
463,t_p_120_1176_p000463,00000463.tif,table,image_visual_diagram,medium,,,,unresolved_human_review_required,needs_review,True,high,,local_data\organization\trace_net\gold_label_review_reduction\high_priority_review.csv,64,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000463.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
& (A)
I\
30
| a 40
Cf? 5
9 &
a
50
150
110 ay
190 ‘
100 NX f
90
80 raw
70 oN 120
180 : 130
170 “| 140
160 \
\ 110
a
|
ale
G)
150 140 |
190 130 200
120
120TP250102.MCE
Snack Folding Table
Figure 113
Sheet 1
EFFECTIVITY: ALL
25 21 00 Page 1400
T.P. 120/1176 Sep 30/98
"
464,t_p_120_1176_p000464,00000464.tif,table,detailed_parts_list,high,detailed_parts_list,,detailed_parts_list,auto_seeded,auto_seeded_pending_audit,False,low,,,178,9,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000464.tif,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER STOCK Mute CODE FROM | PER
NUMBER TO ASSY
113 SNACK FOLDING TABLE ...................000000 REF
1 | 120-47462-001 . COVER, LATCH, SNACK TABLE ASSY.... VS4956 | 304/315 1
-2 | 120-61610-001 . COVER, LATCH, SNACK TABLE ASSY.... VS4956 | 316/999 1
10 | 120-41207-001 . LATCH ASSY oo cccccccccccerceesttssteeseeeees VS4956 1
ATTACHING PARTS
20 | PE25035-40-03 . RING, RETAINING ...... oc cccccceeeeeeteeeeeeees VS4956 1
30 | 120-17588-001 A ANS) | =] 9 VS4956 1
40 | 120-61606-001 .. PLATE, REINFORCEMENT.................0008 VS4956 | 316/999 1
50 | 120-47462-003 .. COVER, TRIM LATCH ............c cece eeeeees VS4956 1
60 | 120-61410-001 . TABLE,SNACK FOLDING, ASSY .............. VS4956 1
ATTACHING PARTS
70 | H42-06 ed LO rere V15653 2
80 | AN960C6 © WASHER 2.0... cece ccceeccceeecceeeceescntsteasaneees 2
90 | 120-38428-001 ©» BUSHING 00... ccccccccecceeeeeesttttteaeeanees VS"
465,t_p_120_1176_p000465,00000465.tif,table,detailed_parts_list,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,83,3,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000465.tif,"€ emenncn

MAINTENANCE MANUAL WITH

ILLUSTRATED PARTS LIST
AIRLINE EFF | UNITS
FIG. ITEM| PARTNUMBER | STOCK Mute eODE. FROM | PER
NUMBER TO ASSY
113
150 | 120-38426-001 we TRACK 00. ccceeeereeeeenreeeentereeensnreeesneeenenees VS4956 2

160 | H42-06 NUT Lone tere etnneeesenneneeees V15653 4
170 | AN960C6 .. WASHER... cceecceeeecereeetereeensereeesneeeterees

180 | MS24693-C26 / SCREW... ee ceecceceeeereecseeeeeseteeesereterenees 4
190 | 120-38427-001 ». BUSHING 2... ceeeeeeecereeeseeeetereterenees VS4956 2
200 | 120-61411-001 .. PANEL ASSY, TABLE... eeeeeeertctee VS4956 1

— ITEM NOT ILLUSTRATED

Snack Folding Table
Figure 113
Sheet 3

EFFECTIVITY: ALL 25-21 -00
Page 1402

T.P. 120/1176 Sep 30/98
"
466,t_p_120_1176_p000466,00000466.tif,normal_text,procedure_or_description,high,procedure_or_description,,procedure_or_description,auto_seeded,auto_seeded_pending_audit,False,low,,,145,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000466.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
TESTS AND FAULT ISOLATION
1. Tests
A. General
Carry out these test procedures during overhauls, assembly, disassembly or component replace-
ment.
B. Snack Folding Table Alignment
(1) Release the latch to extend the snack folding table.
(2) Visually check the snack folding table alignment and adjust it, if necessary, by tightening or
loosening the screw of the snack folding table arms.
C. Movable Armrests
(1) Check the movable armrest release button operation.
(2) Visually check the alignment of the movable armrests in the deployed and stowed positions.
2. Fault Isolation
FAULT PROBABLE CAUSE CORRECTION
Snack folding table not horizon- | Improperly adjusted Correct adjustment with screws
tal and/or level of the snack folding table arm-
rests
Movable armrest lock fails to Broken or damaged lock Replace lock
unlock the armrest
EFFECTIVITY: ALL
25 21 00 Page 101/102
Sep 30/98
"
467,t_p_120_1176_p000467,00000467.tif,table,table_or_index,high,table_or_index,,table_or_index,auto_seeded,auto_seeded_pending_audit,False,low,,,280,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000467.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
DISASSEMBLY
1. Tools Required
A. Tools commonly used by the technician.
2. Disassembly

A. Before starting the disassembly, carry out the testing procedures on the unit according to the
TESTS AND FAULT ISOLATION Section to locate and determine the extent of the malfunction.
Disassemble the unit just sufficiently to gain access to the faulty or defective part. The following
procedures impart directions for a possible complete disassembly.

NOTE: Do not disassemble parts unnecessarily.

B. Because of the similarities between the seat configurations covered in this manual and for expla-
nation purposes, where there is no reference to a specific configuration, the text is common to all
of them.

NOTE: All parts should be marked before disassembly in order to facilitate subsequent assembly
and to avoid assembly errors.

C. Seat Belt (60) of Single Seat Disassembly (detail D of figure 1 of the Illustrated Parts Li"
468,t_p_120_1176_p000468,00000468.tif,table,mixed_text_and_figure,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,327,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000468.tif,"€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

F. Life Jacket Stowage (130) Disassembly (detail C of figure 1 of the Illustrated Parts List)

(1) Remove the Life Jacket Stowage (130) by releasing its four male fastener buttons (150).
G. Seat Bottom (20) Removal (figure 01 of the Illustrated Parts List)

(1) Remove Seat Bottom (20) by loosing its retaining Velcro fastener.
H. Seat Backrest (30) Removal (figure 01 of the Illustrated Parts List)

(1) Remove the Magazine Holder (200) by loosing its two attaching male fastener buttons and
the Velcro fastener.

(2) Remove the Snack Table Cover Latch (250) by loosing its three attaching screws (270).
(3) Remove the Seat Backrest Lining (30) by loosing the Velcro fastener.
J. Section PVC (160) Removal (figure 01 of the Illustrated Parts List)
(1) Remove nut (180), washer (170), and screw (190), and detach the PVC section (160).
K. Fixed Armrest Disassembly (detail A of figure 01 of the Illustrated Parts List)
("
469,t_p_120_1176_p000469,00000469.tif,table,mixed_text_and_figure,medium,,,,unresolved_human_review_required,needs_review,True,medium,,local_data\organization\trace_net\gold_label_review_reduction\medium_priority_review.csv,159,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000469.tif,"€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

N. Single Seat Armrests (200) Removal (detail E of figure 79 of the Illustrated Parts List)
(1) Remove the nut (220) and screw (210).
(2) Remove the armrest (200) from the seat structure.

P. Double Seat Armrests (190) Removal (detail A of figure 87 of the Illustrated Parts List)
(1) Remove the nut (240), washer (230), bushing (220), and screw (210).
(2) Remove the armrest (190) from the seat structure.

Q. Triple Seat Armrests (100) Removal (detail A of figure 107 of the Illustrated Parts List)
(1) Remove the nut (140), washer (130), bushing (120), and screw (110).
(2) Remove the armrest (100) from the seat structure.

R. Plug-in Snack Table Support (230) Removal (detail E of figure 84 of the Illustrated Parts List)
(1) Remove the nut (260), washer (250), and screw (240).

(2) Remove the support (230) from the armrest (200).

EFFECTIVITY: ALL 25-2 1 -00

Page 303/304
Sep 30/98
"
470,t_p_120_1176_p000470,00000470.tif,normal_text,procedure_or_description,high,procedure_or_description,,procedure_or_description,auto_seeded,auto_seeded_pending_audit,False,low,,,198,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000470.tif,"1. General

€ emenncn

MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST

CLEANING

WARNING: * THE SOLVENTS AND CLEANERS CONTAIN TOXIC INGREDIENTS.

* WEAR GLOVES WHEN YOU USE SUCH PRODUCTS AND PREVENT THEIR CON-

TACT WITH YOUR SKIN OR EYES.

HAVE SUFFICIENT VENTILATION OR USE RESPIRATORS.

CAUTION: OBEY THE SAFETY PRECAUTION DURING THE CLEANING OPERATIONS BELOW:

MAKE SURE THAT THE CLEANING OPERATIONS ON ADJACENT SURFACES DO
NOT CAUSE THE SURFACES ALREADY CLEANED TO BECOME DIRTY AGAIN.

REMOVE THE STAINS IMMEDIATELY. THERE ARE STAINS THAT YOU CANNOT
REMOVE AFTER SOME TIME HAS ELAPSED.

DO NOT USE FLAMMABLE SOLVENTS ON THE SEAT.
DO NOT APPLY SPRAY SOLVENT.
KEEP THE SOLVENTS IN CLOSED CONTAINERS.

DO NOT USE METAL ACCESSORIES (STEEL WOOL, STEEL WIRE BRUSH, ETC.)
FOR THE CLEANING.

A. To clean flame-resistant upholstery of seat cover, wool and wool blends, carefully, follow the
instructions of item 2.

There are the following types of stains:

(1) Water"
471,t_p_120_1176_p000471,00000471.tif,table,procedure_or_description,high,procedure_or_description,procedure_or_description,procedure_or_description,human_review,auto_seeded_spot_check_optional,False,low,,local_data\organization\trace_net\gold_label_review_reduction\low_priority_auto_seeded_audit_sample.csv,216,0,local_data\organization\trace_net\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000471.tif,"< EMBRAER
MAINTENANCE MANUAL WITH
ILLUSTRATED PARTS LIST
B. Auxiliary items.
DESCRIPTION SUPPLIER
Rubber Gloves 1 Commercially Available
Soft cloth, Lint-free AR Commercially Available
Spatula-Plastic AR Commercially Available
Vacuum Cleaner 1 Commercially Available
Brush-Soft Nylon Bristled AR Commercially Available
C. Consumable Materials.
DESCRIPTION SPECIFICATION QTY
(Brand)
Carpet Cleaner, AMS1630 or Equivalent AR
Shampoo-type
Solvent FED. SPEC. P-D-680, Type | or AR
Equivalent
Neutral Detergent MIL-D-16791 AR
2. Cleaning Procedures for Seat Cover
NOTE: When the fire-blocking fabric is dirty, perform a commercial dry cleaning, with solvent per
FED. SPEC. P-D-680, Type | or equivalent.
A. Seat Cover Installed.
(1) Collect all loose particles with a vacuum cleaner.
(2) Water Removable stains - Categories (1) and (2) of item 1.A.
WARNING: ALTHOUGH THE STAINS IN THIS CATEGORY ARE WATER SOLUBLE, IT IS
NOT RECOMMENDED THAT THE SEAT COVER BE LAUNDERED IN
WATER. "
