page_number,page_id,source_operational_route,route_subtype,validated_operational_route,validation_decision,validation_status,validation_score,validator_contracts_executed,passed_validator_contracts,failed_validator_contracts,secondary_operational_routes,route_confidence_band,route_confidence_score,source_validator_required,source_multi_route_required,final_do_not_embed,qdrant_embedding_allowed,opensearch_index_allowed,ocr_text_word_count,part_number_count,validation_reasons,source_member,source_image_path,ocr_text_path
466,t_p_120_1176_p000466,plain_text,procedure_or_description,plain_text,validated_primary_route,PASS,100.0,"[""plain_text_ocr_context_validator""]","[""plain_text_ocr_context_validator""]",[],[],medium,82.0,True,False,False,True,False,145,0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",00000466.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000466.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000466.txt
467,t_p_120_1176_p000467,plain_text,procedure_or_description,plain_text,validated_primary_route,PASS,100.0,"[""plain_text_ocr_context_validator"", ""image_visual_sparse_label_validator""]","[""plain_text_ocr_context_validator""]","[""image_visual_sparse_label_validator""]","[""image""]",medium,82.0,True,True,False,True,False,280,0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",00000467.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000467.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000467.txt
468,t_p_120_1176_p000468,plain_text,procedure_or_description,plain_text,validated_primary_route,PASS,100.0,"[""plain_text_ocr_context_validator"", ""image_visual_sparse_label_validator""]","[""plain_text_ocr_context_validator""]","[""image_visual_sparse_label_validator""]","[""image""]",medium,82.0,True,True,False,True,False,327,0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",00000468.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000468.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000468.txt
469,t_p_120_1176_p000469,image,mixed_text_and_figure,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""image_visual_sparse_label_validator"", ""plain_text_ocr_context_validator"", ""table_structure_and_part_evidence_validator""]",[],"[""image_visual_sparse_label_validator"", ""plain_text_ocr_context_validator"", ""table_structure_and_part_evidence_validator""]","[""plain_text"", ""table""]",medium,70.0,True,True,True,False,False,159,0,[],00000469.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000469.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000469.txt
470,t_p_120_1176_p000470,plain_text,procedure_or_description,plain_text,validated_primary_route,PASS,100.0,"[""plain_text_ocr_context_validator""]","[""plain_text_ocr_context_validator""]",[],[],medium,82.0,True,False,False,True,False,198,0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",00000470.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000470.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000470.txt
471,t_p_120_1176_p000471,plain_text,procedure_or_description,plain_text,validated_primary_route,PASS,100.0,"[""plain_text_ocr_context_validator""]","[""plain_text_ocr_context_validator""]",[],[],medium,82.0,True,False,False,True,False,216,0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",00000471.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000471.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000471.txt
472,t_p_120_1176_p000472,plain_text,procedure_or_description,plain_text,validated_primary_route,PASS,100.0,"[""plain_text_ocr_context_validator""]","[""plain_text_ocr_context_validator""]",[],[],medium,82.0,True,False,False,True,False,327,0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",00000472.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000472.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000472.txt
473,t_p_120_1176_p000473,plain_text,procedure_or_description,plain_text,validated_primary_route,PASS,100.0,"[""plain_text_ocr_context_validator""]","[""plain_text_ocr_context_validator""]",[],[],low,62.0,True,True,False,True,False,231,0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",00000473.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000473.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000473.txt
474,t_p_120_1176_p000474,plain_text,procedure_or_description,plain_text,validated_primary_route,PASS,100.0,"[""plain_text_ocr_context_validator""]","[""plain_text_ocr_context_validator""]",[],[],medium,82.0,True,False,False,True,False,75,0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",00000474.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000474.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000474.txt
475,t_p_120_1176_p000475,plain_text,procedure_or_description,plain_text,validated_primary_route,PASS,100.0,"[""plain_text_ocr_context_validator""]","[""plain_text_ocr_context_validator""]",[],[],medium,82.0,True,False,False,True,False,287,0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",00000475.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000475.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000475.txt
476,t_p_120_1176_p000476,image,mixed_text_and_figure,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""image_visual_sparse_label_validator"", ""plain_text_ocr_context_validator"", ""table_structure_and_part_evidence_validator""]",[],"[""image_visual_sparse_label_validator"", ""plain_text_ocr_context_validator"", ""table_structure_and_part_evidence_validator""]","[""plain_text"", ""table""]",medium,70.0,True,True,True,False,False,219,3,[],00000476.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000476.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000476.txt
477,t_p_120_1176_p000477,plain_text,procedure_or_description,plain_text,validated_primary_route,PASS,100.0,"[""plain_text_ocr_context_validator"", ""image_visual_sparse_label_validator""]","[""plain_text_ocr_context_validator""]","[""image_visual_sparse_label_validator""]","[""image""]",medium,82.0,True,True,False,True,False,339,0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",00000477.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000477.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000477.txt
478,t_p_120_1176_p000478,plain_text,procedure_or_description,plain_text,validated_primary_route,PASS,100.0,"[""plain_text_ocr_context_validator"", ""table_structure_and_part_evidence_validator""]","[""plain_text_ocr_context_validator""]","[""table_structure_and_part_evidence_validator""]","[""table""]",low,62.0,True,True,False,True,False,366,0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",00000478.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000478.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000478.txt
479,t_p_120_1176_p000479,image,mixed_text_and_figure,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""image_visual_sparse_label_validator"", ""plain_text_ocr_context_validator"", ""table_structure_and_part_evidence_validator""]",[],"[""image_visual_sparse_label_validator"", ""plain_text_ocr_context_validator"", ""table_structure_and_part_evidence_validator""]","[""plain_text"", ""table""]",medium,70.0,True,True,True,False,False,235,0,[],00000479.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000479.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000479.txt
480,t_p_120_1176_p000480,image,mixed_text_and_figure,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""image_visual_sparse_label_validator"", ""plain_text_ocr_context_validator"", ""table_structure_and_part_evidence_validator""]",[],"[""image_visual_sparse_label_validator"", ""plain_text_ocr_context_validator"", ""table_structure_and_part_evidence_validator""]","[""plain_text"", ""table""]",medium,70.0,True,True,True,False,False,194,2,[],00000480.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000480.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000480.txt
481,t_p_120_1176_p000481,image,mixed_text_and_figure,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""image_visual_sparse_label_validator"", ""table_structure_and_part_evidence_validator"", ""plain_text_ocr_context_validator""]",[],"[""image_visual_sparse_label_validator"", ""table_structure_and_part_evidence_validator"", ""plain_text_ocr_context_validator""]","[""table"", ""plain_text""]",medium,70.0,True,True,True,False,False,256,4,[],00000481.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000481.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000481.txt
482,t_p_120_1176_p000482,table,review_required,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""table_structure_and_part_evidence_validator""]",[],"[""table_structure_and_part_evidence_validator""]",[],low,0.0,True,True,True,False,False,267,5,[],00000482.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000482.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000482.txt
483,t_p_120_1176_p000483,image,mixed_text_and_figure,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""image_visual_sparse_label_validator"", ""plain_text_ocr_context_validator"", ""table_structure_and_part_evidence_validator""]",[],"[""image_visual_sparse_label_validator"", ""plain_text_ocr_context_validator"", ""table_structure_and_part_evidence_validator""]","[""plain_text"", ""table""]",medium,70.0,True,True,True,False,False,264,0,[],00000483.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000483.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000483.txt
484,t_p_120_1176_p000484,image,mixed_text_and_figure,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""image_visual_sparse_label_validator"", ""plain_text_ocr_context_validator"", ""table_structure_and_part_evidence_validator""]",[],"[""image_visual_sparse_label_validator"", ""plain_text_ocr_context_validator"", ""table_structure_and_part_evidence_validator""]","[""plain_text"", ""table""]",medium,70.0,True,True,True,False,False,216,0,[],00000484.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000484.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000484.txt
485,t_p_120_1176_p000485,plain_text,procedure_or_description,plain_text,validated_primary_route,PASS,100.0,"[""plain_text_ocr_context_validator"", ""image_visual_sparse_label_validator""]","[""plain_text_ocr_context_validator""]","[""image_visual_sparse_label_validator""]","[""image""]",medium,82.0,True,True,False,True,False,244,0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",00000485.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000485.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000485.txt
486,t_p_120_1176_p000486,plain_text,procedure_or_description,plain_text,validated_primary_route,PASS,100.0,"[""plain_text_ocr_context_validator""]","[""plain_text_ocr_context_validator""]",[],[],medium,82.0,True,False,False,True,False,232,1,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",00000486.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000486.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000486.txt
487,t_p_120_1176_p000487,plain_text,procedure_or_description,plain_text,validated_primary_route,PASS,100.0,"[""plain_text_ocr_context_validator""]","[""plain_text_ocr_context_validator""]",[],[],medium,82.0,True,False,False,True,False,242,0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",00000487.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000487.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000487.txt
488,t_p_120_1176_p000488,image,mixed_text_and_figure,,validator_gated_unresolved,VALIDATOR_GATED_UNRESOLVED,0.0,"[""image_visual_sparse_label_validator"", ""plain_text_ocr_context_validator"", ""table_structure_and_part_evidence_validator""]",[],"[""image_visual_sparse_label_validator"", ""plain_text_ocr_context_validator"", ""table_structure_and_part_evidence_validator""]","[""plain_text"", ""table""]",medium,70.0,True,True,True,False,False,287,0,[],00000488.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000488.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000488.txt
489,t_p_120_1176_p000489,plain_text,procedure_or_description,plain_text,validated_primary_route,PASS,100.0,"[""plain_text_ocr_context_validator"", ""table_structure_and_part_evidence_validator""]","[""plain_text_ocr_context_validator""]","[""table_structure_and_part_evidence_validator""]","[""table""]",low,62.0,True,True,False,True,False,211,0,"[""plain_text_subtype"", ""meaningful_ocr_text"", ""low_part_number_density"", ""no_strong_row_structure"", ""text_context_terms""]",00000489.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\page_images\t_p_120_1176_p000489.tif,local_data\organization\trace_net\raw_to_answer_e2e_smoke_gemma4_native_001\ocr_route_scan_pack_tesseract_full\ocr_text\t_p_120_1176_p000489.txt
